main_id,facility_name,facility_group_id,facility_group_name,company_id,company_name,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,commodities,owners,operators,operation_periods,company_URL,facility_URL,MDO_URL,source_id
QC-MAIN-649d2873,Niobec Converter,,,CMP-9abb4c27,Magris Performance Materials,,Quebec,active_facility,,,manufacturing,,Ferroalloys,Ferroniobium,Magris Resources Inc (100%),Niobec Inc,1976–open,https://www.magrispm.com/,https://www.magrispm.com/niobec,https://miningdataonline.com/property/12/Niobec-Mine.aspx,
QC-MAIN-69bb36c1,Caber Complex,,,CMP-b3eef94f,Nuvau Minerals Corp,,Quebec,project_facility,Active,Advanced project,project,,,"Zinc, copper, silver, gold",,,,,,,
QC-MAIN-6a26086e,Sorel Forge,,,CMP-d871d3db,Swiss Steel Holding AG,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Swiss Steel Holding AG (100%),,,https://swisssteel-group.com/en,http://www.sorelforge.com/,-,
QC-MAIN-6dc537e6,Éléonore,,,CMP-4a434d72,Newmont Corporation,Opinaca Reservoir,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Discovery Silver Corp (100%),,2015–open,https://www.newmont.com/home/default.aspx,https://operations.newmont.com/north-america/porcupine-canada,https://miningdataonline.com/property/1731/Borden-Mine.aspx,
QC-MAIN-715d4318,Horizon,,,CMP-94ee10f6,CVW CleanTech Inc,,Alberta,project_facility,Active,Advanced unconventional project,project,,,"Zircon, titanium, rare earth elements",,,,,,,
QC-MAIN-7b3b4c8b,Scandium Demonstration Plant,GRP-25483238,RTFT Operations Quebec,CMP-7a096012,Rio Tinto,,Quebec,project_facility,Active,Advanced unconventional project,project,,,Scandium,,,,https://www.riotinto.com/en/can,https://www.riotinto.com/en/operations/canada/rio-tinto-fer-et-titane,,
QC-MAIN-81a288d0,Elysis,,,CMP-dc21de8a,Alcoa Corporation / Rio Tinto,,Quebec,project_facility,Active,Advanced processing project,project,,,Aluminum,,,,,,,
QC-MAIN-844dcc47,Contrecœur West,GRP-7a9ba115,Contrecoeur,CMP-3775c12e,ArcelorMittal,,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,,,,https://long-canada.arcelormittal.com/fr/,,-,
QC-MAIN-860bbbfc,Lac Doré Vanadium,,,CMP-9655934a,VanadiumCorp Resource Inc,,Quebec,project_facility,Active,Advanced project,project,,,"Iron ore, vanadium, titanium",,,,,,,
QC-MAIN-8c7063b2,James Bay Lithium,,,CMP-336d5ebc,-,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),,,,,,,
QC-MAIN-8d6616b4,Alouette,GRP-677b5973,Saguenay–Lac-Saint-Jean Operations,CMP-7a096012,Rio Tinto,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure),"Rio Tinto (40%), AMAG Austria Metall AG (Austria, 20%), Hydro Aluminium (Norway, 20%), Investissement Québec (Canada, 6.67%), Marubeni Metals & Minerals (Japan, 13.33%) ",,,https://www.alouette.com/en/our-company/shareholders,https://www.riotinto.com/en/operations/canada/saguenay,-,
QC-MAIN-92628f16,Vaudreuil,GRP-677b5973,Saguenay–Lac-Saint-Jean Operations,CMP-7a096012,Rio Tinto,,Quebec,active_facility,,,manufacturing,Refinery,Aluminum,Alumina,Rio Tinto (100%),,,https://www.riotinto.com/en/can,https://www.riotinto.com/en/operations/canada/saguenay,-,
QC-MAIN-9d41d417,Whabouchi,,,CMP-e4cba588,Nemaska Lithium Inc,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),,,,,,,
QC-MAIN-9de9bb0d,Kiena,,,CMP-3d2c4955,Wesdome Gold Mines Ltd,Val-d’Or,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,Wesdome Gold Mines Ltd (100%),,1936–1996; 2005–2013; 2021–open,https://www.wesdome.com/English/overview/default.aspx,https://www.wesdome.com/English/operations/eagle-river/default.aspx,https://miningdataonline.com/property/1254/Eagle-River-Complex.aspx,
QC-MAIN-a2c6775d,La Loutre,,,CMP-cb42d3f9,Lomiko Metals Inc,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,,,,,,,
QC-MAIN-a555d9b9,Niobec,,,CMP-f0009ac4,Magris Performance Materials Inc,Saint-Honoré-de-Chicoutimi,Quebec,active_facility,,,mining,"Underground, concentrator",Other metals,Niobium,Magris Performance Materials Inc (100%),Niobec Inc,,https://www.magrispm.com/,https://www.magrispm.com/niobec,https://miningdataonline.com/property/12/Niobec-Mine.aspx,
QC-MAIN-a97821c0,Raglan,GRP-de097f20,Integrated Nickel Operations,CMP-d5f1c66b,Glencore,Katinniq,Quebec,active_facility,,,mining,"Underground, concentrator",Base metals,"Nickel, platinum group metals, copper, cobalt, gold, silver",Glencore (100%),Glencore Canada Corporation,1998–open,https://www.glencore.ca/en,https://www.glencore.ca/en/kidd/,https://miningdataonline.com/property/367/Kidd-Creek-Mine.aspx,
QC-MAIN-aa793d35,Dumont Nickel,,,CMP-4a68042f,Magneto Investments Limited Partnership,,Quebec,project_facility,Active,Advanced project,project,,,"Nickel, cobalt, platinum, palladium, iron ore",,,,,,,
QC-MAIN-abb3e1c7,General Smelting Company of Canada,,,CMP-d5f1c66b,Glencore,,Quebec,active_facility,,,manufacturing,Secondary smelter,Base metals,Recycled lead,Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/ccr/,-,
QC-MAIN-ae473a4e,Lac Knife,,,CMP-7f274331,Focus Graphite Inc,,Quebec,project_facility,Active,Advanced project,project,,,Graphite,,,,,,,
QC-MAIN-b2148882,Troilus,,,CMP-1fbde0ec,Troilus Gold Corporation,,Quebec,project_facility,Active,Advanced project,project,,,"Gold, copper, silver",,,,,,,
QC-MAIN-b5937543,Blackrock,,,CMP-408ea322,Strategic Resources Inc,,Quebec,project_facility,Active,Advanced project,project,,,"Iron ore, vanadium, titanium",,,,,,,
QC-MAIN-b86f7d07,Casa Berardi,,,CMP-7e360a1f,Hecla Mining Company,"north of La Sarre, Casa Berardi Twp.",Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",Hecla Mining Company (100%),Hecla Mining Company,1988–1991; 1993–open,https://www.hecla.com/,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://miningdataonline.com/property/4563/Keno-Hill-Operation.aspx,
QC-MAIN-b8c826a2,DSO (Goodwood),GRP-2a663492,DSO,CMP-31bb0d19,Tata Steel Minerals Canada Limited,Schefferville,Quebec,active_facility,,,mining,Open-pit,Iron ore,Iron,"Tata Steel Limited (80%), New Millennium Iron Corporation (20%) through Tata Steel Minerals Canada (TSMC) joint venture",,2019–open,https://www.tatasteel.com/investors/annual-report-2014-15/html/tata-steel-minerals-canada.html,,,
QC-MAIN-be473617,Mont Sorcier,,,CMP-4675cb8e,Voyager Metals inc,,Quebec,project_facility,Active,Advanced project,project,,,"Iron ore, vanadium",,,,,,,
QC-MAIN-c0660aec,Goldex,,,CMP-6265c407,Agnico Eagle Mines Limited,Val-d’Or,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,2008–2011; 2013–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meadowbank/default.aspx,https://miningdataonline.com/property/47/Meadowbank-Mine.aspx,
QC-MAIN-c0e3a48b,Laterrière,GRP-677b5973,Saguenay–Lac-Saint-Jean Operations,CMP-7a096012,Rio Tinto,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),Rio Tinto (100%),,,https://www.riotinto.com/en/can,https://www.riotinto.com/en/operations/canada/saguenay,-,
QC-MAIN-c1c7eb99,Arvida,GRP-677b5973,Saguenay–Lac-Saint-Jean Operations,CMP-7a096012,Rio Tinto,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,"Aluminum (pure or alloyed), alumina, aluminum chemicals, composites",Rio Tinto (100%),,,https://www.riotinto.com/en/can,https://www.riotinto.com/en/operations/canada/bc-works,-,
QC-MAIN-c1cc9f7c,Becancour Silicon,,,CMP-ef8ffade,Ferroglobe PLC,,Quebec,active_facility,,,manufacturing,,Ferroalloys,"Silicon metal, ferrosilicon",,,,https://www.ferroglobe.com/,https://www.ferroglobe.com/about-ferroglobe/industrial-footprint/b%C3%A9cancour,-,
QC-MAIN-c4fb59c2,Moblan,,,CMP-f2392338,Sayona Nord,,Quebec,project_facility,Active,Advanced project,project,,,Lithium (spodumene),,,,,,,
QC-MAIN-c8966bdc,Bécancour,,,CMP-dc21de8a,Alcoa Corporation / Rio Tinto,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure or alloyed),"Alcoa Corporation (74.95%), Rio Tinto (25.05%)",Alcoa Corporation,,https://www.alcoa.com/global/en/home/,"https://www.riotinto.com/en/operations/canada/saguenay
https://www.alcoa.com/canada/fr/factories",-,
QC-MAIN-d29e0839,Sleeping Giant,,,CMP-0a6a3062,Abcourt Mines Inc,north of Amos,Quebec,active_facility,,,mining,Concentrator,Precious metals,"Gold, silver",Abcourt Mines Inc (100%),Abcourt Mines Inc,1956–1959; 1974–1975; 1988–open,https://abcourt.info/,https://abcourt.info/projects/the-sleeping-giant-mine/,https://miningdataonline.com/property/1589/Sleeping-Giant-Mine.aspx,
QC-MAIN-d4e2812a,Rose,,,CMP-3a004643,Critical Elements Lithium Corporation,,Quebec,project_facility,Active,Advanced project,project,,,"Lithium (spodumene), tantalum",,,,,,,
QC-MAIN-d59f82aa,Sirmac,,,CMP-d62baf11,Vision Lithium Inc,,Quebec,project_facility,Active,Advanced project,project,,,"Lithium, tantalum",,,,,,,
QC-MAIN-d6748d40,Matawinie,,,CMP-cc31efb5,"Nouveau Monde Graphite, Inc",,Quebec,project_facility,Active,Advanced project,project,,,Graphite,,,,,,,
QC-MAIN-dc1a16f9,North American Lithium,,,CMP-9f967ad1,Sayona Québec Inc,La Corne,Quebec,active_facility,,,mining,"Open-pit, underground",Other metals,Lithium,"Sayona Mining Ltd (75%), Piedmont Lithium (25%)",,,https://www.sayona.ca/,https://www.sayona.ca/projets/complexe-lithium-amerique-du-nord/,https://miningdataonline.com/property/1628/North-American-Lithium-NAL-Mine.aspx,
QC-MAIN-de3d8b7b,Canadian Electrolytic Zinc Limited (CEZinc),,,CMP-d5f1c66b,Glencore,,Quebec,active_facility,,,manufacturing,Refinery,Base metals,"Zinc, cadmium, liquid sulfur dioxide, sulfuric acid",Glencore (100%),Glencore Canada Corporation,,https://www.glencore.ca/en,https://www.glencore.ca/en/generalsmelting/,-,
QC-MAIN-e25eed27,Port-Cartier,GRP-1402249f,AMMC,CMP-3775c12e,ArcelorMittal,,Quebec,active_facility,,,manufacturing,Pelletizing plant,Iron ore,Iron ore,,,,https://corporate.arcelormittal.com/,https://northamerica.arcelormittal.com/our-operations/arcelormittal-mines-and-infrastructure-canada,-,
QC-MAIN-e51eda66,LaRonde,,,CMP-6265c407,Agnico Eagle Mines Limited,Preissac,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,"Gold, zinc, copper, silver, cadmium",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1988–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meadowbank/default.aspx,https://miningdataonline.com/property/47/Meadowbank-Mine.aspx,
QC-MAIN-e7e6a960,Canadian Malartic,,,CMP-6265c407,Agnico Eagle Mines Limited,Malartic,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,
QC-MAIN-e82266c5,Lac Tio,GRP-25483238,RTFT Operations Quebec,CMP-7a096012,Rio Tinto,Havre-Saint-Pierre,Quebec,active_facility,,,mining,Open-pit,Other metals,Ilmenite,Rio Tinto (100%) through Diavik Diamond Mines Inc subsidiary,,,https://www.riotinto.com/en/can,https://www.riotinto.com/en/operations/canada/diavik,https://miningdataonline.com/property/14/Diavik-Mine.aspx,
QC-MAIN-eac5a52b,Deschambault,,,CMP-140e111b,Alcoa Corporation,,Quebec,active_facility,,,manufacturing,Smelter,Aluminum,Aluminum (pure),Alcoa Corporation (100%),Alcoa Corporation,,https://www.alcoa.com/global/en/home/,https://fr-ca.alcoa.com/canada/fr/factories,-,
QC-MAIN-eb73fd68,Nemaska lithium conversion facility,,,CMP-e4cba588,Nemaska Lithium Inc,,Quebec,project_facility,Active,Advanced processing project,project,,,Lithium hydroxide,,,,,,,
QC-MAIN-f1ff4920,Akasaba West,,,CMP-6265c407,Agnico Eagle Mines Limited,,Quebec,project_facility,Active,Advanced project,project,,,"Gold, copper",,,,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/meadowbank/default.aspx,https://miningdataonline.com/property/47/Meadowbank-Mine.aspx,
QC-MAIN-f9e41c2a,Lamaque,,,CMP-64d60fd7,Eldorado Gold,Val-d’Or,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,
SK-MAIN-0684a5d8,Patterson Lake South,,,CMP-356a17d2,Fission Uranium Corp,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,,,,,,,
SK-MAIN-22ce14be,Santoy,GRP-14bfbb82,Seabee Gold Operation,CMP-4a73c5f8,SSR Mining Inc,Santoy Lake,Saskatchewan,active_facility,,,mining,Underground,Precious metals,Gold,SSR Mining Inc (100%),,2011–open,https://www.ssrmining.com,https://www.ssrmining.com/operations/production/seabee/,https://miningdataonline.com/property/1524/Seabee-Gold-Operation.aspx,
SK-MAIN-26b9aaf3,EVRAZ Regina,,,CMP-28720916,EVRAZ North America Inc,,Saskatchewan,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,EVRAZ North America Inc (100%),EVRAZ North America Inc,,https://www.evrazna.com/,https://www.gem.wiki/Evraz_Regina_Steel_plant,-,
SK-MAIN-29afbdb5,Seabee,GRP-14bfbb82,Seabee Gold Operation,CMP-4a73c5f8,SSR Mining Inc,Laonil Lake,Saskatchewan,active_facility,,,mining,Concentrator,Precious metals,Gold,SSR Mining Inc (100%),,,https://www.ssrmining.com,https://www.ssrmining.com/operations/production/seabee/,https://miningdataonline.com/property/1524/Seabee-Gold-Operation.aspx,
SK-MAIN-3012889c,Rook I,,,CMP-2c3cd7d6,NexGen Energy Ltd,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,,,,,,,
SK-MAIN-4aef3cb2,Waterbury,,,CMP-a5ce7f9f,Denison Mines Corp,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,,,,,,,
SK-MAIN-60ba74c4,McClean Lake,,,CMP-43299e17,Orano Canada Inc,McClean Lake,Saskatchewan,active_facility,,,mining,Concentrator,Uranium,Uranium,"Orano Canada Inc (77.5%), Denison Mines Corp (22.5%)",Orano Canada Inc,,https://www.orano.group/canada/en,"https://www.orano.group/canada/en/our-uranium-expertise/mining-and-milling
https://denisonmines.com/projects/other-projects/mcclean-lake-project/",https://miningdataonline.com/property/98/McClean-Lake-Mine.aspx,
SK-MAIN-7a11ae49,McIlvenna Bay,,,CMP-2564a9f4,Foran Mining Corporation,,Saskatchewan,project_facility,Active,Advanced project,project,,,"Copper, zinc, gold, silver, lead",,,,,,,
SK-MAIN-91cf5448,Cigar Lake,,,CMP-cadb529a,Cameco Corporation,Waterbury Lake,Saskatchewan,active_facility,,,mining,Underground,Uranium,Uranium,"Cameco Corporation (54.547%), Orano Canada (40.453%), TEPCO Resources Inc (5%)",Cameco,2015–open,https://www.cameco.com/,https://www.cameco.com/businesses/uranium-operations/canada/cigar-lake,https://miningdataonline.com/property/26/Cigar-Lake-Mine.aspx,
SK-MAIN-95ec2625,Wheeler River,,,CMP-a5ce7f9f,Denison Mines Corp,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,,,,,,,
SK-MAIN-9dd2b7f8,Horseshoe-Raven,,,CMP-172beb3d,Uranium Energy Corp,,Saskatchewan,project_facility,Active,Advanced project,project,,,Uranium,,,,,,,
SK-MAIN-bb89158f,Key Lake,GRP-21eee27d,Key Lake + McArthur River,CMP-cadb529a,Cameco Corporation,north of Highrock Lake,Saskatchewan,active_facility,,,mining,Concentrator,Uranium,Uranium,"Cameco (69.8%), Orano Canada (30.2%)",Cameco,,https://www.cameco.com/,https://www.cameco.com/businesses/uranium-operations/canada/mcarthur-river-key-lake,https://miningdataonline.com/property/54/McArthur-River---Key-Lake-Mine.aspx,
SK-MAIN-d3c471e8,McArthur River,GRP-21eee27d,Key Lake + McArthur River,CMP-cadb529a,Cameco Corporation,north of Key Lake,Saskatchewan,active_facility,,,mining,Underground,Uranium,Uranium,"Cameco (83.3%), Orano Canada (16.7%)",Cameco,,https://www.cameco.com/,https://www.cameco.com/businesses/uranium-operations/canada/mcarthur-river-key-lake,https://miningdataonline.com/property/54/McArthur-River---Key-Lake-Mine.aspx,
SK-MAIN-d5c9124e,Rare Earth Processing Facility,,,CMP-f57e5174,Saskatchewan Research Council (SRC),,Saskatchewan,project_facility,Active,Advanced processing project,project,,,Rare earth elements,,,,,,,
SK-MAIN-de2e2f8e,Prairie Lithium,,,CMP-336d5ebc,-,,Saskatchewan,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),,,,,,,
SK-MAIN-fbe28fef,Kindersley Lithium,,,CMP-5663037d,Grounded Lithium Corp,,Saskatchewan,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),,,,,,,
YT-MAIN-03a159d7,Selwyn,,,CMP-be83d39d,Selwyn Chihong Mining Ltd,,Yukon,project_facility,Active,Advanced project,project,,,"Zinc, lead",,,,,,,
YT-MAIN-1910d1c3,Nickel Shaw,,,CMP-15e242d8,Nickel Creek Platinum Corp,,Yukon,project_facility,Active,Advanced project,project,,,"Nickel, copper, platinum, palladium, gold, cobalt",,,,,,,
YT-MAIN-2cc9bb06,Kudz Ze Kayah,,,CMP-336d5ebc,-,,Yukon,project_facility,Active,Advanced project,project,,,"Zinc, lead, copper, silver, gold",,,,,,,
YT-MAIN-44857446,Keno Hill Silver District,,,CMP-7e360a1f,Hecla Mining Company,Mayo,Yukon,active_facility,,,mining,"Underground, concentrator",Precious metals and Base metals,"Silver, zinc, lead",Hecla Mining Company (100%),Hecla Mining Company,,https://www.hecla.com/,https://www.hecla.com/operations/casa-berardi-quebec-canada,https://miningdataonline.com/property/24/Casa-Berardi-Mine.aspx,
YT-MAIN-5e0d8b48,Casino,,,CMP-2dac9896,Western Copper and Gold Corporation,,Yukon,project_facility,Active,Advanced project,project,,,"Copper, gold, molybdenum, silver",,,,,,,
YT-MAIN-68c87980,Freegold Mountain,,,CMP-d4dec651,Triumph Gold Corp,,Yukon,project_facility,Active,Advanced project,project,,,"Gold, silver, copper, molybdenum, tungsten",,,,,,,
YT-MAIN-70d629b4,Mactung,,,CMP-60ac0fea,Fireweed Metals Corp,,Yukon,project_facility,Active,Advanced project,project,,,Tungsten,,,,,,,
YT-MAIN-73ce66b5,Klaza,,,CMP-17eefa32,Rockhaven Resources Ltd,,Yukon,project_facility,Active,Advanced project,project,,,"Gold, silver, lead, zinc",,,,,,,
YT-MAIN-752fbcae,Minto,,,CMP-e0e7077f,Minto Metals Corporation,Pelly Crossing,Yukon,active_facility,,,mining,"Open-pit, underground, concentrator",Base metals,"Copper, gold, silver","Pembridge Resources PLC (11.2%),  Cedro Holdings I LLC (27.7%),  Copper Holdings LLC (37%)",Minto Metals Corporation,,https://www.pwc.com/ca/en/services/insolvency-assignments/minto.html,,https://miningdataonline.com/property/58/Minto-Mine.aspx,
YT-MAIN-956d050a,Carmacks,,,CMP-fd6034ba,Granite Creek Copper,,Yukon,project_facility,Active,Advanced project,project,,,"Copper, gold, silver, molybdenum",,,,,,,
YT-MAIN-c3105f43,Rackla Gold,,,CMP-7e360a1f,Hecla Mining Company,,Yukon,project_facility,Active,Advanced project,project,,,"Gold, tungsten",,,,https://www.hecla.com/,https://www.hecla.com/exploration#racklaexplorationproject,https://miningdataonline.com/property/1801/Tiger-Rackla-Project.aspx,
YT-MAIN-ca488f19,Macmillan Pass,,,CMP-60ac0fea,Fireweed Metals Corp,,Yukon,project_facility,Active,Advanced project,project,,,"Zinc, lead, silver",,,,,,,
YT-MAIN-e05ed9fe,Eagle (Dublin Gulch),,,CMP-661b40f2,Victoria Gold Corporation,Mayo,Yukon,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,x,x,2019–open,https://vgcx.com/,,https://miningdataonline.com/property/1596/Eagle-Gold-Mine.aspx,
