main_id,facility_name,facility_group_name,facility_group_id,reported_company,company_name_folder,company_id,longitude,latitude,geometry,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,primary_commodity,commodities,source_id,company_URL,company_facility_URL,MDO_URL,recent_transaction,owner(s),operator(s),MAC_member,aggregation_level,allocation,comment
QC-MAIN-084bd95c,Mont-Wright,AMMC,GRP-1402249f,ArcelorMittal,ArcelorMittal,CMP-3775c12e,-67.330058,52.757053,POINT (-67.330058 52.757053),Fermont,Quebec,active_facility,,,mining,"Open-pit, concentrator",Iron ore,Iron,Iron,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://mines-infrastructure-arcelormittal.com/en,https://northamerica.arcelormittal.com/our-operations/arcelormittal-mines-and-infrastructure-canada,https://miningdataonline.com/property/962/Mont-Wright-Mine.aspx,,"Arcelor Mittal SA (85%), POSCO International Corp (15%)",Arcelor Mittal,Yes (ArcelorMittal Mines Canada),"Site-specific, facility-group and company-level",,Scarce environmental reporting. 2021 reporting for NA might help? Check Arcelor Mittal Factbook2024 for allocation?
QC-MAIN-1eee4ace,Contrecœur East,Contrecoeur,GRP-7a9ba115,ArcelorMittal Long Products Canada,ArcelorMittal,CMP-3775c12e,-73.249081,45.837723,POINT (-73.249081 45.837723),,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://long-canada.arcelormittal.com/fr/,,-,,,,Yes (ArcelorMittal Mines Canada),Facility-group and company-level,,Scarce environmental reporting. 2021 reporting for NA might help? Check Arcelor Mittal Factbook2024 for allocation?
QC-MAIN-844dcc47,Contrecœur West,Contrecoeur,GRP-7a9ba115,ArcelorMittal Long Products Canada,ArcelorMittal,CMP-3775c12e,-73.263268,45.819938,POINT (-73.263268 45.819938),,Quebec,active_facility,,,manufacturing,Electric arc furnace,Iron ore,Steel,Steel,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://long-canada.arcelormittal.com/fr/,,-,,,,Yes (ArcelorMittal Mines Canada),Facility-group and company-level,,Scarce environmental reporting. 2021 reporting for NA might help? Check Arcelor Mittal Factbook2024 for allocation?
QC-MAIN-e25eed27,Port-Cartier,AMMC,GRP-1402249f,ArcelorMittal Mining Canada,ArcelorMittal,CMP-3775c12e,-66.797531,50.03213,POINT (-66.797531 50.03213),,Quebec,active_facility,,,manufacturing,Pelletizing plant,Iron ore,Iron ore,Iron ore,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://corporate.arcelormittal.com/,https://northamerica.arcelormittal.com/our-operations/arcelormittal-mines-and-infrastructure-canada,-,,,,Yes (ArcelorMittal Mines Canada),"Site-specific, facility-group and company-level",,Scarce environmental reporting. 2021 reporting for NA might help? Check Arcelor Mittal Factbook2024 for allocation?
ON-MAIN-4c35e094,ArcelorMittal Dofasco,,,ArcelorMittal S.A.,ArcelorMittal,CMP-3775c12e,-79.805204,43.269132,POINT (-79.805204 43.269132),,Ontario,active_facility,,,manufacturing,"Basic oxygen furnace, electric arc furnace",Iron ore,Steel,Steel,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://corporate.arcelormittal.com/,,-,,,,Yes (ArcelorMittal Mines Canada),Site-specific and company-level,,Scarce environmental reporting. 2021 reporting for NA might help? Check Arcelor Mittal Factbook2024 for allocation?
ON-MAIN-8825d90d,Magino,,,Argonaut Gold Inc.,Argonaut Gold Inc,CMP-a6812c47,-84.45744,48.28869,POINT (-84.45744 48.28869),Timmins,Ontario,active_facility,,,mining,"Open-pit, concentrator",Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://alamosgold.com/,,https://miningdataonline.com/property/1752/Magino-Project.aspx,Argonaut Gold Inc was acquired by Alamos Gold Inc in 2024: https://alamosgold.com/,Alamos Gold Inc (100%),Alamos Gold Inc?,No,Site-specific,,Bought by Alamos Gold Inc in 2024. Site-specific production data but integrated in Island Gold District for environmental reporting?
SK-MAIN-de2e2f8e,Prairie Lithium,,,Arizona Lithium Ltd,-,CMP-336d5ebc,-103.63518,49.21363,POINT (-103.63518 49.21363),,Saskatchewan,project_facility,Active,Advanced unconventional project,project,,,Lithium (brine),Lithium (brine),https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
ON-MAIN-e928d96a,Brampton,,,Asahi Refining Canada Ltd.,Asahi Refining Canada Ltd,CMP-c48042ef,-79.722125,43.691066,POINT (-79.722125 43.691066),,Ontario,active_facility,,,manufacturing,Refinery,Precious metals,Gold,"Gold, silver",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.asahirefining.com/,,-,,ARE Holdings Inc (100%),Asahi Refining Canada Ltd?,No,Company-level,,Some data in the IR of parent company. But seems impossible to downscale to Canada.
NT-MAIN-4f11f183,Nechalacho - Basal Zone,,,Avalon Advanced Materials Inc.,Avalon Advanced Materials Inc,CMP-9d03c9d4,-112.59972,62.11806,POINT (-112.59972 62.11806),,Northwest Territories,project_facility,Active,Advanced project,project,,,Rare earth elements,"Rare earth elements, niobium, tantalum, zirconium",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,https://avalonadvancedmaterials.com/,,,,,,No,,,
ON-MAIN-46f71d5b,Separation Rapids,,,Avalon Advanced Materials Inc.,Avalon Advanced Materials Inc,CMP-9d03c9d4,-94.58258,50.266,POINT (-94.58258 50.266),,Ontario,project_facility,Active,Advanced project,project,,,Lithium (spodumene),Lithium (spodumene),https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,https://avalonadvancedmaterials.com/,,,,,,No,,,
NU-MAIN-5154702a,Mary River,,,Baffinland Iron Mines Corporation,-,CMP-336d5ebc,-78.556869,71.340446,POINT (-78.556869 71.340446),Pond Inlet,Nunavut,active_facility,,,mining,Open-pit,Iron ore,Iron,Iron,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.baffinland.com/,https://www.baffinland.com/operation/mary-river-mine/,https://miningdataonline.com/property/57/Mary-River-Mine.aspx,,"Arcelor Mittal (25.23%), The Energy & Materials Group (74.77%)",Baffinland Iron Mines Corporation,No,Site-specific,,"Production and reserves data from Global Energy Monitor. GHG, air pollution and land footprint from the AR."
ON-MAIN-6e9be24e,Hemlo (Williams),,,Barrick Gold Corporation,Baffinland Iron Mines Corporation,CMP-84fc7d46,-85.91598,48.695726,POINT (-85.91598 48.695726),Marathon,Ontario,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,Gold,Gold,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.barrick.com/English/home/default.aspx,https://www.barrick.com/English/operations/hemlo/default.aspx,"https://miningdataonline.com/property/49/Hemlo-Williams,-David-Bell-Mine.aspx",,Barrick Gold Corporation (100%),Barrick Gold Corporation,Yes,Site-specific,,Environmental data available include water and ghg. Energy is only given for total fuel and total electricity. Units are not always given
AB-MAIN-8434dce0,Baymag,,,Baymag Inc.,Barrick Gold Corporation,CMP-79bcdb91,-115.210061,51.060022,POINT (-115.210061 51.060022),,Alberta,active_facility,,,manufacturing,Plant,Base metals,Magnesium oxide,Magnesium oxide,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.baymag.com/,https://www.refra.com/en/Calgary/,-,,Refratechnik (100%),Baymag Inc?,No,x,,No data found.
YT-MAIN-2cc9bb06,Kudz Ze Kayah,,,BMC (UK) Limited,-,CMP-336d5ebc,-130.59894,61.47108,POINT (-130.59894 61.47108),,Yukon,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, copper, silver, gold",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
NL-MAIN-895cb178,Buchans River,,,Buchans Resources Limited,-,CMP-336d5ebc,-56.855965,48.829018,POINT (-56.855965 48.829018),,Newfoundland and Labrador,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, copper, silver, gold",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
NT-MAIN-6c1d6ee6,Ekati,,,Burgundy Diamond Mines,Burgundy Diamond Mines,CMP-caa580a0,-110.618,64.715,POINT (-110.618 64.715),Lac de Gras,Northwest Territories,active_facility,,,mining,"Underground, plant",Diamonds,Diamonds,Diamonds,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,"
https://burgundydiamonds.com/","
https://burgundydiamonds.com/ekati-mine/",https://miningdataonline.com/property/17/Ekati-Mine.aspx,,Burgundy Diamond Mines (100%),Burgundy Diamond Mines (100%),Yes,Site-specific,,"No environmental data available to extract. Production data is extracted for 2023. Reserves is split between the different mines of the facilities, making it difficult to get an average for the site."
NB-MAIN-0c5b40d8,Nash Creek,,,Callinex Mines Inc.,-,CMP-336d5ebc,-66.09771,47.88939,POINT (-66.09771 47.88939),,New Brunswick,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, silver",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
ON-MAIN-484e4fa3,Blind River,,,Cameco Corporation,Cameco Corporation,CMP-cadb529a,-83.017246,46.180896,POINT (-83.017246 46.180896),,Ontario,active_facility,,,manufacturing,Refinery,Uranium,Uranium (trioxide),Uranium (trioxide),https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.cameco.com/,https://www.cameco.com/businesses/fuel-services/refining-blind-river,-,,,,Yes,Company-level,,Environmental reporting at company level only
SK-MAIN-91cf5448,Cigar Lake,,,Cameco Corporation,Cameco Corporation,CMP-cadb529a,-104.54123,58.06819,POINT (-104.54123 58.06819),Waterbury Lake,Saskatchewan,active_facility,,,mining,Underground,Uranium,Uranium,Uranium,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.cameco.com/,https://www.cameco.com/businesses/uranium-operations/canada/cigar-lake,https://miningdataonline.com/property/26/Cigar-Lake-Mine.aspx,,"Cameco Corporation (54.547%), Orano Canada (40.453%), TEPCO Resources Inc (5%)",Cameco,Yes,Company-level,,Environmental reporting at company level only
SK-MAIN-bb89158f,Key Lake,Key Lake + McArthur River,GRP-21eee27d,Cameco Corporation,Cameco Corporation,CMP-cadb529a,-105.647,57.207,POINT (-105.647 57.207),north of Highrock Lake,Saskatchewan,active_facility,,,mining,Concentrator,Uranium,Uranium,Uranium,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.cameco.com/,https://www.cameco.com/businesses/uranium-operations/canada/mcarthur-river-key-lake,https://miningdataonline.com/property/54/McArthur-River---Key-Lake-Mine.aspx,-,"Cameco (83.3%), Orano Canada (16.7%)",Cameco,Yes,Company-level,,Environmental reporting at company level only
SK-MAIN-d3c471e8,McArthur River,Key Lake + McArthur River,GRP-21eee27d,Cameco Corporation,Cameco Corporation,CMP-cadb529a,-105.053,57.7637,POINT (-105.053 57.7637),north of Key Lake,Saskatchewan,active_facility,,,mining,Underground,Uranium,Uranium,Uranium,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.cameco.com/,https://www.cameco.com/businesses/uranium-operations/canada/mcarthur-river-key-lake,https://miningdataonline.com/property/54/McArthur-River---Key-Lake-Mine.aspx,-,"Cameco (69.8%), Orano Canada (30.2%)",Cameco,Yes,Company-level,,Environmental reporting at company level only
ON-MAIN-237587f6,Port Hope,,,Cameco Corporation,Cameco Corporation,CMP-cadb529a,-78.2943,43.9429,POINT (-78.2943 43.9429),,Ontario,active_facility,,,manufacturing,Conversion facility,Uranium,Uranium (hexafluoride,"Uranium (hexafluoride, dioxide, metals, alloys)",https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720,https://www.cameco.com/,https://www.cameco.com/businesses/fuel-services/conversion-port-hope,-,-,"Cameco (83.33%), Orano (16.67%)",Cameco,Yes,Company-level,,Environmental reporting at company level only
ON-MAIN-4c5c1179,Crawford,,,Canada Nickel Company Inc.,-,CMP-336d5ebc,-81.37309,48.83972,POINT (-81.37309 48.83972),,Ontario,project_facility,Active,Advanced project,project,,,Nickel,"Nickel, iron ore, cobalt, palladium, platinum, chromite",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,-,Cameco (69.805%),Cameco,No,,,
NB-MAIN-8e04eb21,Murray Brook,,,Canadian Copper,-,CMP-336d5ebc,-66.43167,47.52528,POINT (-66.43167 47.52528),,New Brunswick,project_facility,Active,Advanced project,project,,,Zinc,"Zinc, lead, silver, copper, gold",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,-,Cameco (100%),Cameco,No,,,
ON-MAIN-37e9571e,Thierry,,,Canadian Critical Minerals Inc,-,CMP-336d5ebc,-90.34694,51.49667,POINT (-90.34694 51.49667),,Ontario,project_facility,Active,Advanced project,project,,,Copper,"Copper, nickel, silver, gold, platinum, palladium",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
NB-MAIN-3e7d42ac,Woodstock,,,Canadian Manganese Company Inc.,-,CMP-336d5ebc,-67.64,46.18,POINT (-67.64 46.18),,New Brunswick,project_facility,Active,Advanced project,project,,,Manganese,"Manganese, iron ore",https://open.canada.ca/data/en/dataset/22b2db8a-dc12-47f2-9737-99d3da921751,,,,,,,No,,,
