main_id,tailing_id,distance_m,facility_name,related_mine,similarity_partial_score,similarity_token_set
ON-MAIN-7607a50e,1655.0,2878.3,Young-Davidson,Young-Davidson Mine,100.0,100.0
QC-MAIN-52c01ae4,,,Baie-Comeau,,,
QC-MAIN-eac5a52b,,,Deschambault,,,
QC-MAIN-81a288d0,456.0,10027.83,Elysis,Vaudreuil,28.57142857142857,13.333333333333329
QC-MAIN-81a288d0,457.0,2561.49,Elysis,Vaudreuil,28.57142857142857,13.333333333333329
QC-MAIN-c8966bdc,,,Bécancour,,,
ON-MAIN-eab8c362,,,Algoma Steel,,,
QC-MAIN-8c7063b2,,,James Bay Lithium,,,
BC-MAIN-3ef4f421,,,Avanti Kitsault,,,
AB-MAIN-9fed34a8,,,AltaSteel,,,
QC-MAIN-33c09b8b,,,Fire Lake,,,
QC-MAIN-084bd95c,1416.0,5891.11,Mont-Wright,Mont Wright TSF,90.9090909090909,76.92307692307692
QC-MAIN-1eee4ace,452.0,16513.5,Contrecœur East,Sorel-Tracy,44.44444444444444,38.46153846153846
QC-MAIN-844dcc47,452.0,18794.53,Contrecœur West,Sorel-Tracy,44.44444444444444,30.769230769230774
QC-MAIN-e25eed27,1417.0,1417.29,Port-Cartier,Port Cartier TSF,91.66666666666666,50.0
ON-MAIN-4c35e094,,,ArcelorMittal Dofasco,,,
ON-MAIN-8825d90d,1656.0,2341.07,Magino,Island Gold Mine,60.0,27.272727272727266
ON-MAIN-8825d90d,1657.0,2341.07,Magino,Island Gold Mine,60.0,27.272727272727266
ON-MAIN-8825d90d,1658.0,2341.07,Magino,Island Gold Mine,60.0,27.272727272727266
ON-MAIN-8825d90d,1659.0,2341.07,Magino,Island Gold Mine,60.0,27.272727272727266
ON-MAIN-8825d90d,1660.0,2341.07,Magino,Island Gold Mine,60.0,27.272727272727266
SK-MAIN-de2e2f8e,,,Prairie Lithium,,,
ON-MAIN-e928d96a,,,Brampton,,,
NT-MAIN-4f11f183,,,Nechalacho - Basal Zone,,,
ON-MAIN-46f71d5b,,,Separation Rapids,,,
NU-MAIN-5154702a,,,Mary River,,,
ON-MAIN-6e9be24e,194.0,4097.52,Hemlo (Williams),Hemlo,100.0,100.0
ON-MAIN-6e9be24e,1896.0,802.02,Hemlo (Williams),Golden Giant                              ,30.76923076923077,28.57142857142857
AB-MAIN-8434dce0,,,Baymag,,,
YT-MAIN-2cc9bb06,,,Kudz Ze Kayah,,,
NL-MAIN-895cb178,,,Buchans River,,,
NT-MAIN-6c1d6ee6,,,Ekati,,,
NB-MAIN-0c5b40d8,,,Nash Creek,,,
ON-MAIN-484e4fa3,,,Blind River,,,
SK-MAIN-91cf5448,,,Cigar Lake,,,
SK-MAIN-bb89158f,1344.0,3307.41,Key Lake,Key Lake Operation,100.0,100.0
SK-MAIN-bb89158f,1346.0,1013.44,Key Lake,Key Lake Operation,100.0,100.0
SK-MAIN-d3c471e8,,,McArthur River,,,
ON-MAIN-237587f6,,,Port Hope,,,
ON-MAIN-4c5c1179,,,Crawford,,,
NB-MAIN-8e04eb21,1810.0,11296.19,Murray Brook,Caribou,42.85714285714286,31.578947368421055
NB-MAIN-8e04eb21,1809.0,11296.19,Murray Brook,Caribou,42.85714285714286,31.578947368421055
ON-MAIN-37e9571e,1889.0,19485.05,Thierry,Dona Lake Mine         ,28.57142857142857,19.04761904761905
NB-MAIN-3e7d42ac,,,Woodstock,,,
NU-MAIN-eae1621e,,,Ferguson Lake,,,
QC-MAIN-5ce331b8,,,Nunavik Nickel,,,
BC-MAIN-eba3e309,,,Golden Crown,,,
BC-MAIN-e34feb4d,827.0,6777.2,Kemess,Kemess South,100.0,100.0
BC-MAIN-ed23117f,826.0,983.1,Mount Milligan,Mount Milligan,100.0,100.0
QC-MAIN-089f3c60,1416.0,8448.47,Bloom Lake,Mont Wright TSF,26.66666666666667,16.0
NL-MAIN-251d6364,,,Beaver Brook,,,
ON-MAIN-be399420,,,Thunder Bay North,,,
QC-MAIN-3330383b,,,Eldor (Ashram),,,
MB-MAIN-6fca9d6d,,,Lynn Lake,,,
QC-MAIN-d4e2812a,,,Rose,,,
AB-MAIN-9a0307f6,,,SBH Black Shale,,,
QC-MAIN-715d4318,,,Horizon,,,
NT-MAIN-94e652a5,28.0,1981.99,Gahcho Kué,Gahcho Kue,94.73684210526316,90.0
NT-MAIN-94e652a5,29.0,1981.99,Gahcho Kué,Gahcho Kue,94.73684210526316,90.0
BC-MAIN-382acb18,,,Wicheeda,,,
SK-MAIN-4aef3cb2,,,Waterbury,,,
SK-MAIN-95ec2625,,,Wheeler River,,,
BC-MAIN-51068f3b,,,Kitsault Valley,,,
AB-MAIN-7d4a0421,,,Bashaw District,,,
QC-MAIN-f9e41c2a,16.0,8144.64,Lamaque,Goldex,28.57142857142857,15.384615384615387
QC-MAIN-f9e41c2a,221.0,19770.98,Lamaque,Bousquet ,50.0,40.0
QC-MAIN-f9e41c2a,695.0,11919.91,Lamaque,Louvicourt,40.0,23.529411764705884
QC-MAIN-f9e41c2a,1313.0,11918.78,Lamaque,Louvicourt,40.0,23.529411764705884
ON-MAIN-6664e89b,27.0,3309.43,Battery Materials Park,Cobalt,44.44444444444444,14.285714285714292
QC-MAIN-5398dfac,456.0,9368.05,Elkem Chicoutimi,Vaudreuil,28.57142857142857,24.0
QC-MAIN-5398dfac,457.0,1549.64,Elkem Chicoutimi,Vaudreuil,28.57142857142857,24.0
QC-MAIN-2cf66e65,,,Becancour Plant,,,
ON-MAIN-7f050560,1885.0,2271.89,Red Lake,Red Lake Gold Mines       ,100.0,100.0
ON-MAIN-7f050560,1886.0,1912.03,Red Lake,Red Lake Gold Mines       ,100.0,100.0
ON-MAIN-7f050560,1887.0,2271.89,Red Lake,Red Lake Gold Mines       ,100.0,100.0
ON-MAIN-7f050560,1888.0,17332.86,Red Lake,Red Lake Gold Mines       ,100.0,100.0
SK-MAIN-26b9aaf3,,,EVRAZ Regina,,,
QC-MAIN-c1cc9f7c,,,Becancour Silicon,,,
NL-MAIN-c139de6d,,,Ming,,,
NL-MAIN-842ba1b4,,,Nugget Pond,,,
YT-MAIN-ca488f19,,,Macmillan Pass,,,
YT-MAIN-70d629b4,,,Mactung,,,
BC-MAIN-efff21d3,,,Deer Horn,,,
SK-MAIN-0684a5d8,,,Patterson Lake South,,,
MB-MAIN-f7fde5b4,,,Minago,,,
QC-MAIN-ae473a4e,,,Lac Knife,,,
SK-MAIN-7a11ae49,,,McIlvenna Bay,,,
AB-MAIN-ca9625ce,,,Fortune Minerals Refinery,,,
NT-MAIN-b7cdf82c,,,NICO,,,
ON-MAIN-d47616e5,,,Martison,,,
BC-MAIN-e1641dfb,,,Decar,,,
ON-MAIN-c06904f0,,,Pakeagama,,,
ON-MAIN-64bbe7e6,,,Marathon,,,
QC-MAIN-22426144,,,REE Recycling Facility (Saint-Bruno),,,
MB-MAIN-0d5c2cae,,,Selkirk Division,,,
ON-MAIN-92cdea80,,,Whitby Division,,,
ON-MAIN-bddeaef0,,,Cambridge Mill,,,
MB-MAIN-b4ca1426,,,Manitoba Mill,,,
ON-MAIN-21b6ab35,,,Whitby Mill,,,
QC-MAIN-de3d8b7b,750.0,1734.8,Canadian Electrolytic Zinc Limited (CEZinc),CEZinc Processing Plant,40.0,48.484848484848484
QC-MAIN-de3d8b7b,751.0,2136.02,Canadian Electrolytic Zinc Limited (CEZinc),CEZinc Processing Plant,40.0,48.484848484848484
QC-MAIN-de3d8b7b,752.0,2523.93,Canadian Electrolytic Zinc Limited (CEZinc),CEZinc Processing Plant,40.0,48.484848484848484
QC-MAIN-de3d8b7b,753.0,1819.61,Canadian Electrolytic Zinc Limited (CEZinc),CEZinc Processing Plant,40.0,48.484848484848484
QC-MAIN-de3d8b7b,754.0,933.17,Canadian Electrolytic Zinc Limited (CEZinc),CEZinc Processing Plant,40.0,48.484848484848484
QC-MAIN-de3d8b7b,755.0,975.05,Canadian Electrolytic Zinc Limited (CEZinc),CEZinc Processing Plant,40.0,48.484848484848484
QC-MAIN-de3d8b7b,756.0,556.41,Canadian Electrolytic Zinc Limited (CEZinc),CEZinc Processing Plant,40.0,48.484848484848484
QC-MAIN-de3d8b7b,757.0,963.19,Canadian Electrolytic Zinc Limited (CEZinc),CEZinc Processing Plant,40.0,48.484848484848484
QC-MAIN-de3d8b7b,758.0,847.47,Canadian Electrolytic Zinc Limited (CEZinc),CEZinc Processing Plant,40.0,48.484848484848484
QC-MAIN-529c96b4,,,CCR,,,
ON-MAIN-206041d1,738.0,2337.37,Fraser,Onaping Area Mines,33.333333333333336,25.0
ON-MAIN-206041d1,739.0,2168.15,Fraser,Onaping Area Mines,33.333333333333336,25.0
ON-MAIN-206041d1,740.0,2310.49,Fraser,Onaping Area Mines,33.333333333333336,25.0
ON-MAIN-206041d1,747.0,5989.83,Fraser,Hardy Mine,44.44444444444444,25.0
QC-MAIN-abb3e1c7,,,General Smelting Company of Canada,,,
QC-MAIN-30c1828c,231.0,2680.91,Horne,Powell Rouyn,44.44444444444444,23.529411764705884
QC-MAIN-30c1828c,716.0,5062.84,Horne,Fonderie Horne,100.0,100.0
QC-MAIN-30c1828c,717.0,6232.52,Horne,Fonderie Horne,100.0,100.0
QC-MAIN-30c1828c,718.0,6922.24,Horne,Fonderie Horne,100.0,100.0
QC-MAIN-30c1828c,719.0,9719.81,Horne,Fonderie Horne,100.0,100.0
QC-MAIN-30c1828c,720.0,3188.61,Horne,Fonderie Horne,100.0,100.0
ON-MAIN-f8313ebd,,,Kidd Creek,,,
ON-MAIN-fcb287a4,741.0,7464.65,Nickel Rim South,Smelter Complex,31.999999999999996,25.80645161290323
ON-MAIN-fcb287a4,742.0,6798.41,Nickel Rim South,Smelter Complex,31.999999999999996,25.80645161290323
ON-MAIN-fcb287a4,743.0,8905.45,Nickel Rim South,Smelter Complex,31.999999999999996,25.80645161290323
ON-MAIN-fcb287a4,744.0,1510.02,Nickel Rim South,Nickel Rim Mine,84.61538461538461,80.0
ON-MAIN-fcb287a4,745.0,324.68,Nickel Rim South,Nickel Rim Mine,84.61538461538461,80.0
ON-MAIN-319e04a8,738.0,3947.16,Onaping Depth,Onaping Area Mines,76.19047619047619,70.0
ON-MAIN-319e04a8,739.0,3007.07,Onaping Depth,Onaping Area Mines,76.19047619047619,70.0
ON-MAIN-319e04a8,740.0,6397.79,Onaping Depth,Onaping Area Mines,76.19047619047619,70.0
ON-MAIN-319e04a8,747.0,1929.03,Onaping Depth,Hardy Mine,40.0,26.086956521739125
QC-MAIN-a97821c0,746.0,194.32,Raglan,Raglan Mine,100.0,100.0
ON-MAIN-ed85ac94,738.0,3484.77,Strathcona,Onaping Area Mines,31.57894736842105,28.57142857142857
ON-MAIN-ed85ac94,739.0,3221.02,Strathcona,Onaping Area Mines,31.57894736842105,28.57142857142857
ON-MAIN-ed85ac94,740.0,2917.23,Strathcona,Onaping Area Mines,31.57894736842105,28.57142857142857
ON-MAIN-ed85ac94,747.0,6484.18,Strathcona,Hardy Mine,23.529411764705888,20.0
ON-MAIN-40ce0593,741.0,2210.8,Sudbury,Smelter Complex,28.57142857142857,18.181818181818187
ON-MAIN-40ce0593,742.0,2629.97,Sudbury,Smelter Complex,28.57142857142857,18.181818181818187
ON-MAIN-40ce0593,743.0,1088.95,Sudbury,Smelter Complex,28.57142857142857,18.181818181818187
ON-MAIN-40ce0593,744.0,10558.57,Sudbury,Nickel Rim Mine,0.0,0.0
ON-MAIN-40ce0593,745.0,9491.18,Sudbury,Nickel Rim Mine,0.0,0.0
ON-MAIN-40ce0593,1117.0,18744.77,Sudbury,Sudbury,100.0,100.0
ON-MAIN-40ce0593,1119.0,18744.77,Sudbury,Shebandowan,36.36363636363637,22.22222222222223
BC-MAIN-4724f4ba,,,Elk,,,
YT-MAIN-956d050a,,,Carmacks,,,
ON-MAIN-97ee890f,,,Seymour Lake,,,
MB-MAIN-27a90834,,,Makwa Mayville,,,
SK-MAIN-fbe28fef,,,Kindersley Lithium,,,
BC-MAIN-b031959a,,,Turnagain,,,
QC-MAIN-b86f7d07,1677.0,1888.89,Casa Berardi,Casa Berardi,100.0,100.0
QC-MAIN-b86f7d07,1685.0,1286.22,Casa Berardi,Casa Berardi,100.0,100.0
QC-MAIN-b86f7d07,1686.0,1315.3,Casa Berardi,Casa Berardi,100.0,100.0
QC-MAIN-b86f7d07,1687.0,1313.33,Casa Berardi,Casa Berardi,100.0,100.0
YT-MAIN-44857446,,,Keno Hill Silver District,,,
YT-MAIN-c3105f43,,,Rackla Gold,,,
ON-MAIN-fc6f1a44,,,Ivaco Rolling Mills,,,
MB-MAIN-e2e67f8f,1032.0,10087.78,1901,Anderson,0.0,0.0
MB-MAIN-e2e67f8f,1033.0,8894.66,1901,Birch Lake,0.0,0.0
BC-MAIN-599152a0,,,Copper Mountain,,,
MB-MAIN-be5b3dc8,1032.0,10123.08,Lalor Lake,Anderson,22.22222222222222,22.22222222222223
MB-MAIN-be5b3dc8,1033.0,8237.03,Lalor Lake,Birch Lake,75.0,60.0
MB-MAIN-da0b5c3d,1032.0,4647.23,New Britannia,Anderson,33.333333333333336,19.04761904761905
MB-MAIN-da0b5c3d,1033.0,1734.43,New Britannia,Birch Lake,33.333333333333336,34.78260869565217
MB-MAIN-c0684566,,,Rail,,,
MB-MAIN-0898e255,1032.0,1829.83,Stall Lake,Anderson,22.22222222222222,11.111111111111114
MB-MAIN-0898e255,1033.0,6699.65,Stall Lake,Birch Lake,66.66666666666667,57.142857142857146
MB-MAIN-854abe09,,,Talbot,,,
MB-MAIN-1a82a1b7,,,Tower,,,
MB-MAIN-b5b81ee3,1032.0,18820.41,Wim,Anderson,0.0,0.0
MB-MAIN-b5b81ee3,1033.0,13242.76,Wim,Birch Lake,40.0,15.384615384615387
QC-MAIN-02884fb5,23.0,6287.78,Westwood-Doyon,Laronde,44.44444444444444,19.04761904761905
QC-MAIN-02884fb5,24.0,7549.85,Westwood-Doyon,Laronde,44.44444444444444,19.04761904761905
QC-MAIN-02884fb5,222.0,11091.94,Westwood-Doyon,Cadillac Molybdenite,25.0,23.529411764705884
QC-MAIN-02884fb5,1544.0,4041.43,Westwood-Doyon,Westwood Gold Mine,72.72727272727273,50.0
ON-MAIN-a3c56a83,,,Lac des Iles,,,
BC-MAIN-3f490561,,,Mount Polley,,,
QC-MAIN-586679b9,,,Crater Lake,,,
NL-MAIN-dd723db4,393.0,6211.15,Carol Lake,IOC Labrador City,50.0,29.629629629629633
ON-MAIN-7001a391,738.0,4950.54,McCreedy West,Onaping Area Mines,45.45454545454546,32.25806451612904
ON-MAIN-7001a391,739.0,3868.34,McCreedy West,Onaping Area Mines,45.45454545454546,32.25806451612904
ON-MAIN-7001a391,740.0,7190.89,McCreedy West,Onaping Area Mines,45.45454545454546,32.25806451612904
ON-MAIN-7001a391,747.0,694.71,McCreedy West,Hardy Mine,50.0,43.47826086956522
ON-MAIN-9a34108c,1123.0,19830.42,Victoria,Copper Cliff,28.57142857142857,30.0
ON-MAIN-9a34108c,1124.0,19830.42,Victoria,Copper Cliff,28.57142857142857,30.0
ON-MAIN-9a34108c,1125.0,19830.42,Victoria,Copper Cliff,28.57142857142857,30.0
ON-MAIN-9a34108c,1126.0,19830.42,Victoria,Copper Cliff,28.57142857142857,30.0
ON-MAIN-9a34108c,1127.0,19830.42,Victoria,Copper Cliff,28.57142857142857,30.0
ON-MAIN-9a34108c,1128.0,19830.42,Victoria,Copper Cliff,28.57142857142857,30.0
ON-MAIN-9a34108c,1129.0,19830.42,Victoria,Copper Cliff,28.57142857142857,30.0
ON-MAIN-6bd6cc80,,,Kingston Operation,,,
MB-MAIN-a832fb0a,1032.0,14878.48,East Wekusko - Snow Lake,Anderson,37.5,25.0
BC-MAIN-12730593,,,Kutcho,,,
ON-MAIN-575c5e66,,,Ontario Spoke,,,
ON-MAIN-6b998583,,,Markham lithium reprocessing facility,,,
QC-MAIN-0414a373,,,Lithion St-Bruno,,,
AB-MAIN-35d0dc71,,,Boardwalk,,,
QC-MAIN-a2c6775d,,,La Loutre,,,
ON-MAIN-b1d981ca,1123.0,17952.34,Crean Hill,Copper Cliff,42.10526315789473,18.181818181818187
ON-MAIN-b1d981ca,1124.0,17952.34,Crean Hill,Copper Cliff,42.10526315789473,18.181818181818187
ON-MAIN-b1d981ca,1125.0,17952.34,Crean Hill,Copper Cliff,42.10526315789473,18.181818181818187
ON-MAIN-b1d981ca,1126.0,17952.34,Crean Hill,Copper Cliff,42.10526315789473,18.181818181818187
ON-MAIN-b1d981ca,1127.0,17952.34,Crean Hill,Copper Cliff,42.10526315789473,18.181818181818187
ON-MAIN-b1d981ca,1128.0,17952.34,Crean Hill,Copper Cliff,42.10526315789473,18.181818181818187
ON-MAIN-b1d981ca,1129.0,17952.34,Crean Hill,Copper Cliff,42.10526315789473,18.181818181818187
ON-MAIN-54b7e152,,,Shakespeare,,,
QC-MAIN-aa793d35,,,Dumont Nickel,,,
QC-MAIN-649d2873,457.0,12951.27,Niobec Converter,Vaudreuil,30.76923076923077,24.0
QC-MAIN-a555d9b9,457.0,12993.85,Niobec,Vaudreuil,25.0,13.333333333333329
NB-MAIN-c1e4dee0,,,Battery Hill,,,
NL-MAIN-f021107e,,,Point Rousse,,,
QC-MAIN-615ebdb4,,,Lac Guéret (Uatnan),,,
ON-MAIN-470b504b,,,Ottawa Plant,,,
ON-MAIN-4e0734b5,,,Fox Complex,,,
QC-MAIN-237d67c1,,,Lac Rainy Graphite,,,
BC-MAIN-c7247100,,,Driftwood Creek,,,
YT-MAIN-752fbcae,,,Minto,,,
NU-MAIN-8e62bfbc,,,High Lake,,,
NU-MAIN-1ef8af2c,,,Izok Lake,,,
QC-MAIN-eb73fd68,,,Nemaska lithium conversion facility,,,
QC-MAIN-9d41d417,,,Whabouchi,,,
ON-MAIN-2bb07cd3,,,River Valley,,,
BC-MAIN-aa76f6f2,,,New Afton,,,
ON-MAIN-0aadf28f,,,Rainy River,,,
ON-MAIN-1c674cd0,,,Borden,,,
BC-MAIN-857b7b89,,,Brucejack,,,
BC-MAIN-c720b195,,,GJ,,,
ON-MAIN-8629a493,772.0,17392.49,Hollinger,Kidd Metallurgical Site,40.0,25.0
ON-MAIN-8629a493,773.0,17425.38,Hollinger,Kidd Metallurgical Site,40.0,25.0
ON-MAIN-8629a493,1868.0,8393.2,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1869.0,3509.34,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1871.0,4867.41,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1872.0,5198.71,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1873.0,4381.57,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1874.0,4667.56,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1875.0,4032.53,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1876.0,5229.98,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1877.0,3683.9,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1878.0,14621.4,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1879.0,14867.11,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1880.0,15978.47,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1881.0,4384.32,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1882.0,4549.3,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1883.0,4194.69,Hollinger,Porcupine Gold Mines  ,55.55555555555556,41.37931034482759
ON-MAIN-8629a493,1436.0,12494.76,Hollinger,Bell Creek,37.5,31.578947368421055
ON-MAIN-538513cd,771.0,4664.2,Hoyle Pond,Kidd Metallurgical Site,25.0,12.121212121212125
ON-MAIN-538513cd,772.0,809.58,Hoyle Pond,Kidd Metallurgical Site,25.0,12.121212121212125
ON-MAIN-538513cd,773.0,1340.44,Hoyle Pond,Kidd Metallurgical Site,25.0,12.121212121212125
ON-MAIN-538513cd,1868.0,14952.25,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1869.0,14273.74,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1871.0,13314.13,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1872.0,13557.48,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1873.0,14433.2,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1874.0,14492.32,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1875.0,16077.31,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1876.0,16571.32,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1877.0,14189.36,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1878.0,3326.92,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1879.0,4075.45,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1880.0,2702.24,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1881.0,17527.31,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1882.0,18043.82,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1883.0,18936.12,Hoyle Pond,Porcupine Gold Mines  ,40.0,46.666666666666664
ON-MAIN-538513cd,1436.0,6046.04,Hoyle Pond,Bell Creek,26.66666666666667,20.0
ON-MAIN-fefeaee4,1890.0,2030.02,Musselwhite,Musselwhite Mine             ,100.0,100.0
ON-MAIN-3b3e5365,771.0,18030.2,Porcupine,Kidd Metallurgical Site,35.29411764705882,25.0
ON-MAIN-3b3e5365,772.0,14094.77,Porcupine,Kidd Metallurgical Site,35.29411764705882,25.0
ON-MAIN-3b3e5365,773.0,14269.47,Porcupine,Kidd Metallurgical Site,35.29411764705882,25.0
ON-MAIN-3b3e5365,1868.0,3623.11,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1869.0,4830.39,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1871.0,1470.28,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1872.0,679.45,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1873.0,962.2,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1874.0,680.41,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1875.0,2131.15,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1876.0,2665.41,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1877.0,5025.25,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1878.0,10771.45,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1879.0,10646.65,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1880.0,11954.01,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1881.0,3528.11,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1882.0,4043.49,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1883.0,4978.26,Porcupine,Porcupine Gold Mines  ,100.0,100.0
ON-MAIN-3b3e5365,1436.0,10396.69,Porcupine,Bell Creek,30.76923076923077,21.05263157894737
BC-MAIN-8eb8be0d,,,Red Chris,,,
QC-MAIN-6dc537e6,1891.0,2861.87,Éléonore,Eleonore Mine                ,75.0,57.142857142857146
BC-MAIN-b4655afb,,,Galore Creek,,,
SK-MAIN-3012889c,,,Rook I,,,
YT-MAIN-1910d1c3,,,Nickel Shaw,,,
